Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer,Explanation,Source
Un constructor está obligado a obtener un préstamo con hipotecas sobre tres propiedades. Este es un ejemplo de,un préstamo hipotecario participativo,Un préstamo hipotecario general,Un préstamo hipotecario permanente,un préstamo puente,2,,PREP-FL-Spanish Quizzes 13.14.
¿Cuál de las siguientes afirmaciones es cierta para un préstamo con amortización negativa?,El préstamo es un préstamo de solo interés,Los pagos no son suficientes para retirar el préstamo,El saldo del préstamo está disminuyendo o se está volviendo negativo,Se están agregando intereses adicionales al pago mensual,2,,PREP-FL-Spanish Quizzes 13.15.
"Además de los datos de ingresos, crédito y empleo, un prestamista hipotecario requiere documentación adicional, que generalmente incluye",un informe de tasación,un informe de antecedentes penales,un acuerdo de subordinación,una renuncia a un recurso por incumplimiento,1,,PREP-FL-Spanish Quizzes 13.16.
Las tres consideraciones primordiales de la decisión de un prestamista sobre un préstamo hipotecario son:,"puntos, tasa de interés y plazo del préstamo","la ubicación de la propiedad hipotecada, el efectivo del prestatario y el monto del capital del prestatario","la capacidad de pago, el valor de la garantía y la rentabilidad del préstamo","el monto del préstamo, los ingresos del prestatario y el pago inicial",3,,PREP-FL-Spanish Quizzes 13.17.
"La relación préstamo-valor es un criterio de suscripción importante, por la razón principal de que",Los prestatarios sin capital incumplirán y abandonarán la propiedad,El prestamista quiere asegurarse de que el préstamo esté totalmente garantizado,Un prestatario solo puede permitirse pedir prestada una parte del precio total de compra,Una buena cantidad de capital del prestatario demuestra buena fe,2,,PREP-FL-Spanish Quizzes 13.18.
"Ley de Igualdad de Oportunidades de Crédito (ECOA, por sus siglas en inglés) requiere que los prestamistas",Otorgar el mismo crédito a todos los posibles prestatarios,Considere los ingresos de un cónyuge al evaluar la solvencia crediticia de una familia,descontar los ingresos de una persona involucrada en la crianza o la procreación,Especialice la actividad crediticia por área geográfica para mejorar el servicio al cliente,2,,PREP-FL-Spanish Quizzes 13.19.
El propósito de una relación de ingresos en la calificación de un prestatario es,protección contra el sobreendeudamiento,compara tus ganancias con las deudas a corto plazo,identifique la tasa de interés más alta posible que el prestatario pueda pagar,cuantificar los activos del prestatario en toda su extensión,1,,PREP-FL-Spanish Quizzes 13.20.
Un El ratio de endeudamiento del prestatario se obtiene de la siguiente manera:,dividir la deuda total por los pagos de la deuda,dividiendo los ingresos brutos entre los bienes,dividir los ingresos brutos entre las deudas,dividir las deudas entre los ingresos brutos,4,,PREP-FL-Spanish Quizzes 13.21.
Un compromiso del prestamista de prestar fondos a un prestatario con el fin de retirar otro préstamo pendiente se denomina,compromiso de préstamo condicional,compromiso firme de préstamo,compromiso de préstamo para retiro,compromiso de préstamo fijo,3,,PREP-FL-Spanish Quizzes 13.22.
La diferencia entre un préstamo global y un préstamo amortizado es,un préstamo amortizado se paga durante el período del préstamo,un préstamo global siempre tiene un plazo de préstamo más corto,un préstamo amortizado requiere el pago de intereses,un préstamo global debe retirarse en cinco años,1,,PREP-FL-Spanish Quizzes 13.23.
El propósito del evento de cierre es,Confirme que el comprador ha cumplido con todos los requisitos del contrato antes de la transferencia del título inmediatamente después del cierre,Asegúrese de que el vendedor tenga un título negociable antes de que se transfiera el dinero,Concluir el proceso de aprobación del préstamo,Cambiar el título legal por el precio de venta,4,,PREP-FL-Spanish Quizzes 14.1.
"Los acuerdos de financiación de un comprador se concluyen en el momento del cierre, porque",Los prestamistas no financian préstamos a menos que se transfiera el título,El prestamista quiere asegurarse de que la garantía del préstamo sea adecuada,El plazo del préstamo debe coincidir con la transferencia del título,La escritura se mantendrá como garantía del préstamo,2,,PREP-FL-Spanish Quizzes 14.2.
La Ley de Procedimientos de Liquidación de Bienes Raíces prescribe los procedimientos de cierre que deben seguirse siempre que,"Se trata de un primer, segundo o tercer gravamen hipotecario",el préstamo se venderá a la FNMA,El comprador paga todo el dinero en efectivo por la propiedad,La propiedad es un complejo residencial de más de cuatro unidades,2,,PREP-FL-Spanish Quizzes 14.3.
"Un contrato de venta estipula que un comprador debe pagar los gastos del seguro de título del vendedor. Esta práctica no es habitual en la zona. En este caso,",El comprador y el vendedor deben modificar el contrato antes del cierre,"El contrato es anulable, ya que el vendedor debe pagar el gasto","El comprador puede pagar o no pagar el gasto, a su elección",El comprador debe pagar el gasto,4,,PREP-FL-Spanish Quizzes 14.4.
Un gasto prorrateado en el estado de liquidación es,un débito al comprador y al vendedor,Un crédito para el comprador y el vendedor,un débito y crédito al comprador y al vendedor,un débito a una parte y un crédito a la otra,4,,PREP-FL-Spanish Quizzes 14.5.
La cantidad que un comprador debe al cierre es igual a,el exceso de los débitos del comprador sobre los créditos del comprador,el exceso de los créditos del comprador sobre los débitos del comprador,el exceso de los débitos del vendedor sobre los créditos del vendedor,el exceso de los créditos del vendedor sobre los débitos del vendedor,1,,PREP-FL-Spanish Quizzes 14.6.
¿Cuáles de los siguientes son ejemplos de artículos de cierre no prorrateados entre el comprador y el vendedor?,Impuestos y alquileres,Tasas de inspección,Seguros de servicios públicos y riesgos,Cuotas de condominio y pagos de cuotas especiales,2,,PREP-FL-Spanish Quizzes 14.7.
¿Cuáles de los siguientes conceptos se pagan a mes vencido?,Impuestos y seguros,Rentas e intereses,Impuestos e intereses,Alquileres y seguros,3,,PREP-FL-Spanish Quizzes 14.8.
¿Cuál de los siguientes conceptos se paga por adelantado?,Impuestos y seguros,Rentas e intereses,Seguros e intereses,Alquileres y seguros,4,,PREP-FL-Spanish Quizzes 14.9.
"Si un contrato de venta indica que el día de cierre es ""el día del vendedor"", esto significa que","El vendedor debe pagar los gastos prorrateados, incluido el día del cierre",El vendedor no es dueño de la propiedad el día del cierre,El vendedor puede elegir el método de prorrateo el día del cierre,El vendedor debe pagar la parte de los gastos prorrateados del comprador en lugar de la parte del vendedor,1,,PREP-FL-Spanish Quizzes 14.10.
"Suponga que un vendedor al cierre debe pagar impuestos de transferencia a una tasa de $1.00 por cada $500 de precio de compra, o fracción del mismo. Si el precio de venta es de $345,600, ¿cuántos impuestos debe pagar el vendedor?",$69.12,$70.00,$691,$692,4,,PREP-FL-Spanish Quizzes 14.11.
"Si un vendedor pagó $488 por impuestos de transferencia al cierre, y la tasa fue de $1.00 por cada $400 o fracción del precio de venta, ¿cuál fue el precio de venta?","$195,500","$1,950,000","$195,200","$1,952,000",3,,PREP-FL-Spanish Quizzes 14.12.
"Cuando un licenciatario recibe arras de un comprador, el licenciatario debe entregar el dinero a su corredor",al final del siguiente día hábil,por cierre de la transacción,dentro de los 3 días hábiles posteriores a la recepción del dinero,dentro de los 3 días posteriores a la recepción del dinero,1,,PREP-FL-Spanish Quizzes 14.13.
¿Quién debe realizar el recorrido final de la propiedad antes del cierre?,El inspector de la propiedad,El tasador de propiedades,El vendedor de la propiedad,El comprador de la propiedad,4,,PREP-FL-Spanish Quizzes 14.14.
La tasa del impuesto de timbre documental de Florida para escrituras en el condado de Pinellas es,60 centavos por dólar,70 centavos por cada $100 del precio de venta,"60 centavos por cada $1,000 del precio de venta",45 centavos por cada $100 del precio de venta,2,,PREP-FL-Spanish Quizzes 14.15.
"El impuesto intangible de Florida sobre un préstamo hipotecario de $200,000 sería",$70,$900,$400,"$4,000",3,,PREP-FL-Spanish Quizzes 14.16.
¿Cuál de las siguientes es la mejor definición de bienes raíces?,Terrenos y bienes muebles,Tierras no mejoradas,La tierra y todo lo que está permanentemente unido a ella,Un interés de propiedad en la tierra y las mejoras,3,,PREP-FL-Spanish Quizzes 15.1.
¿Cuál de las siguientes opciones se incluye en el concepto jurídico de tierra?,La superficie de la tierra y todas las cosas naturales permanentemente adheridas a la tierra,Solo la superficie de la tierra que está delineada por límites,"La superficie de la tierra, excepto los lagos y arroyos","Todo lo que está por encima, por encima y por debajo de la superficie de la tierra",1,,PREP-FL-Spanish Quizzes 15.2.
¿Cuáles son las tres características físicas únicas de la tierra?,"Fijo, inmutable, homogéneo","Inmóvil, indestructible, heterogéneo","Tridimensional, construible, comercializable","Natural, medible, inorgánico",2,,PREP-FL-Spanish Quizzes 15.3.
La principal distinción entre los conceptos jurídicos de la tierra y de los bienes inmuebles es que,Los bienes raíces incluyen el aire por encima de la superficie y los minerales por debajo de la superficie,Los bienes raíces son indestructibles,La tierra no tiene límites definidos,La tierra no incluye estructuras hechas por el hombre,4,,PREP-FL-Spanish Quizzes 15.4.
El precio se describe mejor como,Lo que cobran los proveedores por los bienes y servicios,La cantidad de dinero que los consumidores están dispuestos a pagar por un producto o servicio,La cantidad de dinero que un comprador y un vendedor acuerdan intercambiar para completar una transacción,Un control impuesto a los precios por el gobierno federal,3,,PREP-FL-Spanish Quizzes 15.5.
Los cuatro determinantes principales del valor que subyace al precio de un producto son:,"durabilidad, calidad, escasez y materiales","el deseo, la utilidad, la escasez y el poder adquisitivo","popularidad, utilidad, calidad y descuento","el deseo, los costos, la conveniencia y el tiempo",2,,PREP-FL-Spanish Quizzes 15.6.
"Una ciudad tiene una población en rápido crecimiento, pero ya no hay lotes baldíos alrededor del lago para construir más casas. En este caso, es probable que el precio de las viviendas existentes en el lago","se estabilizará, ya que la población debe estabilizarse",aumentará,"disminuirá, ya que no se puede seguir construyendo",no mostrará ningún movimiento predecible,2,,PREP-FL-Spanish Quizzes 15.7.
"Si hay una escasez significativa de viviendas en un mercado, la construcción tenderá a aumentar. Este es un ejemplo de",la oferta supera a la demanda,Sobreprecio de los productos,el mecanismo de precios,el mercado tiende hacia el equilibrio,4,,PREP-FL-Spanish Quizzes 15.8.
"Si los precios de alquiler de inmuebles comerciales están cayendo en un mercado, es probable que",La demanda ha superado la oferta de espacio,El mercado está en equilibrio,El mercado está sobreabastecido,El empleo está aumentando,3,,PREP-FL-Spanish Quizzes 15.9.
¿Cuál de las siguientes es una característica económica importante de los bienes raíces?,La demanda debe llegar a la oferta,El sector inmobiliario es un producto de gran liquidez,El producto se adapta rápidamente a los cambios del mercado,El mercado está centralizado,1,,PREP-FL-Spanish Quizzes 15.10.
El principal factor que contribuye a la demanda comercial y residencial en un mercado es,marketing,base de empleo,oferta existente de inmuebles,ingresos del hogar,2,,PREP-FL-Spanish Quizzes 15.11.
Un auge de la construcción en un mercado es un indicio de que los precios,han ido en aumento,han ido disminuyendo,han estado en equilibrio,han excedido la oferta,1,,PREP-FL-Spanish Quizzes 15.12.
Un gobierno local podría estimular el mercado inmobiliario,el aumento de los costes laborales y la reducción de la oferta monetaria,aumentar los impuestos y las tasas de interés,declarando una moratoria a la construcción,Ampliación del sistema de alcantarillado,4,,PREP-FL-Spanish Quizzes 15.13.
Dos preocupaciones importantes de los usuarios de propiedades comerciales son,población del área comercial y patrones de gasto,calidad de vida y amenidades de la vivienda,los costes de ocupación y la eficiencia del edificio,normativa ambiental y acceso por parte de los proveedores,1,,PREP-FL-Spanish Quizzes 15.14.
Dos preocupaciones importantes de los usuarios de propiedades de oficinas son,Población y visibilidad de la zona comercial,conveniencia y maquillaje del vecindario,los costos de ocupación y la eficiencia del edificio,Normativa ambiental y zonificación,3,,PREP-FL-Spanish Quizzes 15.15.
"Como componente del valor de los bienes inmuebles, el principio de sustitución sugiere que","Si dos propiedades similares están a la venta, un comprador comprará la más barata de las dos","Si una de las dos casas adyacentes es más valiosa, el precio de la otra casa tenderá a subir","Si se construyen demasiadas propiedades en un mercado, los precios tenderán a bajar",La gente se mudará fácilmente a otra casa si es de igual valor,1,,PREP-FL-Spanish Quizzes 16.1.
El mayor y mejor uso de una propiedad es aquel que,"es física y financieramente factible, legal y la más productiva","es legal, factible y considerado el más apropiado por las autoridades de zonificación",implica el edificio más grande que las ordenanzas de zonificación permitirán que los desarrolladores construyan,se ajusta a otras propiedades de la zona,1,,PREP-FL-Spanish Quizzes 16.2.
El concepto de valor de mercado se describe mejor como,"El precio que un comprador pagará por una propiedad, suponiendo que otras propiedades similares estén dentro del mismo rango de precios",El precio que un vendedor informado y sin prisas cobrará por una propiedad asumiendo un período razonable de exposición con otras propiedades de la competencia,"El precio que un comprador y un vendedor acuerdan por una propiedad asumiendo tasas de interés estables, tasas de apreciación y precios de otras propiedades similares","El precio que un vendedor y un comprador dispuestos, informados y sin presiones acuerdan por una propiedad asumiendo un precio en efectivo y la exposición razonable de la propiedad al mercado",4,,PREP-FL-Spanish Quizzes 16.3.
Una diferencia significativa entre una tasación y la opinión de valor de un corredor es,El tasador tiende a utilizar sólo uno o dos de los enfoques de valor,El corredor no puede ser una parte desinteresada,El corredor está sujeto a la regulación gubernamental para generar la opinión,El tasador utiliza datos de mercado menos actuales,2,,PREP-FL-Spanish Quizzes 16.4.
Una debilidad notable del enfoque de comparación de ventas con respecto al valor es que,Es posible que no haya datos recientes de precios de venta en el mercado,El enfoque no se basa en el principio de sustitución,El enfoque solo es preciso con propiedades únicas y de propósito especial,"Los precios de venta no se pueden comparar, ya que todos los bienes inmuebles son diferentes",1,,PREP-FL-Spanish Quizzes 16.5.
Los pasos en el enfoque de datos de mercado son los siguientes:,"Elija comparables cercanos, ajuste el sujeto para las diferencias, estime el valor","Recopile datos de precios relevantes, aplique los datos al tema, estime el valor","Seleccione propiedades comparables, ajuste las comparables, estime el valor","Identifique el precio pagado anteriormente, aplique una tasa de apreciación, estime el valor",3,,PREP-FL-Spanish Quizzes 16.6.
"En el enfoque de comparación de ventas, se justifica un ajuste si:",El comprador obtiene financiación convencional para el inmueble,El vendedor ofrece financiación del vendedor por debajo del mercado,"Un comparable se encuentra en otro barrio, aunque similar",Una propiedad tiene un techo a cuatro aguas y la otra tiene un techo a dos aguas,2,,PREP-FL-Spanish Quizzes 16.7.
"Para completar el enfoque de comparación de ventas, el tasador",promedia los ajustes,pondera los comparables,descarta todos los comparables que tengan un valor inferior,Identifica el valor del sujeto como el del comparable más cercano,2,,PREP-FL-Spanish Quizzes 16.8.
Una debilidad del enfoque de costos para tasar el valor de mercado es que,Los constructores no pueden pagar el valor de mercado por los materiales o la mano de obra,El valor de mercado no siempre es el mismo que el costo de la propiedad,Es posible que los comparables utilizados no tengan una calidad de construcción similar,Las propiedades nuevas tienen costos y tasas de depreciación inestimables,2,,PREP-FL-Spanish Quizzes 16.9.
El costo de construir un equivalente funcional de una propiedad en cuestión se conoce como,costo de reproducción,costo de reemplazo,costo de restitución,costo de reconstrucción,2,,PREP-FL-Spanish Quizzes 16.10.
Un edificio de oficinas carece de suficiente capacidad de refrigeración para acomodar equipos informáticos modernos. Este es un ejemplo de,deterioro físico,obsolescencia económica,depreciación incurable,obsolescencia funcional,4,,PREP-FL-Spanish Quizzes 16.11.
Una casa está ubicada en un vecindario donde los propietarios de la cuadra no han podido mantener sus propiedades. Este es un ejemplo de,obsolescencia externa curable,obsolescencia económica incurable,obsolescencia funcional,deterioro físico,2,,PREP-FL-Spanish Quizzes 16.12.
"En la tasación, la pérdida de valor de una propiedad por cualquier causa se conoce como",deterioro,obsolescencia,depreciación,deflación,3,,PREP-FL-Spanish Quizzes 16.13.
Los dos primeros pasos en el enfoque de costos son estimar el valor de la tierra y el costo de las mejoras. Los pasos restantes son,"Calcule la depreciación, reste la depreciación del costo y vuelva a sumar el valor del terreno","Reste el deterioro del costo, calcule la depreciación del suelo y sume los dos valores","Estimar la depreciación de la tierra y las mejoras, restar del costo original","Estimar la obsolescencia, restar del costo de la tierra y las mejoras",1,,PREP-FL-Spanish Quizzes 16.14.
"El techo de una propiedad costó 10,000 dólares. La vida económica del techo es de 20 años. Suponiendo el método de depreciación en línea recta, ¿cuál es el valor depreciado del techo después de 3 años?","$10,000","$8,500","$7,000","$1,500",2,,PREP-FL-Spanish Quizzes 16.15.
¿Para cuál de los siguientes tipos de propiedades es más aplicable el enfoque de capitalización de ingresos para tasar el valor?,Viviendas unifamiliares,Edificios de apartamentos,Suelo no urbanizable,Iglesias,2,,PREP-FL-Spanish Quizzes 16.16.
Los pasos en el enfoque de capitalización de ingresos son:,"Calcule el ingreso bruto, multiplíquelo por el multiplicador del ingreso bruto","Estimar los ingresos efectivos, restar impuestos, aplicar una tasa de capitalización",Estimar el ingreso neto y aplicarle una tasa de capitalización,"Estimar los ingresos potenciales, aplicarles una tasa de capitalización",3,,PREP-FL-Spanish Quizzes 16.17.
El resultado de ingresos operativos netos es igual a,Ingresos brutos menos ingresos potenciales menos gastos,Ingresos brutos efectivos menos el servicio de la deuda,Ingresos brutos potenciales menos vacantes y pérdidas crediticias menos gastos,Ingresos brutos efectivos menos la desocupación y la pérdida crediticia,3,,PREP-FL-Spanish Quizzes 16.18.
"Si el ingreso neto de una propiedad es de $20,000 y la tasa de capitalización es del 5%, el valor de la propiedad utilizando el método de capitalización de ingresos es","$100,000","$400,000.","$1,000,000","$4,000,000",2,,PREP-FL-Spanish Quizzes 16.19.
El principal defecto del enfoque del multiplicador de la renta bruta para estimar el valor es que,Numerosos gastos no se tienen en cuenta,El multiplicador no se relaciona con el mercado,El método es demasiado complejo y engorroso,El método solo se aplica a propiedades residenciales,1,,PREP-FL-Spanish Quizzes 16.20.
"Si el alquiler mensual de una propiedad es de $3,000 y el multiplicador de alquiler bruto (GRM) es 80, ¿cuál es el valor de la propiedad?","$45,000","$240,000","$267,000","$288,000",2,,PREP-FL-Spanish Quizzes 16.21.
¿Bajo qué Circunstancias ¿Puede un tasador de otro estado tasar una propiedad en Florida?,Cuando la propiedad no es residencial,Bajo la supervisión de un tasador residente de Florida,Para tasaciones de transacciones relacionadas con el gobierno federal,Nunca,3,,PREP-FL-Spanish Quizzes 16.22.
¿Estatuto de Florida prohíbe los licenciatarios inmobiliarios realizar cual tasaciones inmobiliarias?,Propiedades residenciales con menos de cuatro unidades,Propiedades comerciales,Transacciones relacionadas con el gobierno federal,Todas las propiedades,3,,PREP-FL-Spanish Quizzes 16.23.
¿ Cuál de las siguientes afirmaciones es verdadera?,"Si se preparan adecuadamente, los CMA cumplen con los requisitos de una tasación",Las tasaciones se pueden utilizar en la preparación de CMA,Los modelos de valoración automatizados cumplen con los estándares de las tasaciones,No debe ser necesario realizar ajustes de valor entre propiedades comparables y la propiedad en cuestión,2,,PREP-FL-Spanish Quizzes 16.24.
Todos los inversores desean que sus inversiones aumenten de valor. Sin embargo,El grado de rentabilidad está inversamente relacionado con el grado de riesgo,"Cuanto más gane el inversor, mayor será el riesgo de que pierda",Las inversiones que requieren una gestión intensa tienen menores rendimientos,"Cuanto más líquida sea una inversión, mayores serán las posibilidades de que la inversión no se aprecie",2,,PREP-FL-Spanish Quizzes 17.1.
dos de las recompensas que ofrecen las inversions son,beneficios fiscales y de ingresos,apalancamiento y apreciación negativos,Apreciación y tributación,Apalancamiento positivo y prestigio,1,,PREP-FL-Spanish Quizzes 17.2.
Un inversor invierte en quince fondos de bonos diversificados. Este es un ejemplo de una inversión en,dinero,equidad,deuda,bien inmueble,3,,PREP-FL-Spanish Quizzes 17.3.
"Una inversión inmobiliaria puede tardar mucho tiempo en venderse. Para el inversionista, esto significa que los bienes raíces son",manejo intensivo,insensible al marketing,vulnerables a los mercados de vendedores,relativamente ilíquido,4,,PREP-FL-Spanish Quizzes 17.4.
"En comparación con una cartera de acciones, se consideraría una inversión inmobiliaria",una inversión más arriesgada,una inversión más intensiva en gestión,una inversión a corto plazo,una inversión más apalancada,2,,PREP-FL-Spanish Quizzes 17.5.
El ingreso imponible producida por una propiedad de renta es,ingresos brutos menos gastos más depreciación del terreno y del edificio,Ingresos brutos menos gastos menos depreciación de terrenos y edificios,Ingresos brutos menos la depreciación del edificio más la depreciación del suelo,Ingresos brutos menos gastos menos depreciación del edificio,4,,PREP-FL-Spanish Quizzes 17.6.
"Como regla general, al obtener ingresos imponibles sobre una propiedad de inversión, es legal",deducir los pagos de capital e intereses de los ingresos,deducir los pagos de capital de los ingresos,deducir los pagos de intereses de los ingresos,deducir los pagos de capital e intereses de los ingresos y las ganancias de capital,3,,PREP-FL-Spanish Quizzes 17.7.
¿Cuál de las siguientes afirmaciones es cierta sobre el tratamiento fiscal de una vivienda principal?,El propietario puede deducir los intereses y el capital de la propiedad de los ingresos ordinarios,El propietario puede depreciar la propiedad y deducir los gastos de depreciación,El propietario puede deducir cualquier ganancia de capital cuando se vende la propiedad,El propietario puede excluir la ganancia de capital de los ingresos imponibles cuando se vende la propiedad,4,,PREP-FL-Spanish Quizzes 17.8.
"Un vendedor de propiedades de inversión paga $14,000 en costos de cierre. Estos costos",puede deducirse de los ingresos personales,puede deducirse de los ingresos de la propiedad,puede deducirse del precio de venta a efectos del impuesto sobre las ganancias,puede deducirse de la base ajustada a efectos del impuesto sobre las ganancias,3,,PREP-FL-Spanish Quizzes 17.9.
El impuesto sobre las ganancias de capital se calcula multiplicando el tramo impositivo por,la suma de la base inicial más la ganancia,la diferencia entre los ingresos netos de la venta y la base ajustada,la suma de los ingresos netos de la venta y la ganancia de capital,la diferencia entre los ingresos netos de la venta y la ganancia de capital,2,,PREP-FL-Spanish Quizzes 17.10.
"El flujo de caja es una medida de la cantidad de efectivo antes o después de impuestos que genera una propiedad de inversión. Por lo tanto, para obtener el flujo de efectivo es necesario excluir",gastos de recuperación de costos,gastos por intereses,pagos del capital del préstamo,utilidad operativa neta,1,,PREP-FL-Spanish Quizzes 17.11.
Una forma en que los inversores miden el rendimiento de una inversión es mediante,dividiendo la utilidad operativa neta por el flujo de efectivo,multiplicando el rendimiento requerido por el inversor por el flujo de caja después de impuestos,dividiendo el flujo de caja por el patrimonio neto del inversor,multiplicando el flujo de caja por el precio pagado por el inmueble,3,,PREP-FL-Spanish Quizzes 17.12.
"A una corporación le gustaría que un agente vendiera su tienda de comestibles. En la venta se incluyen el inventario, el equipo y los bienes inmuebles. El agente localiza a un comprador de precio completo que no desea adquirir ninguno de los pasivos reales o potenciales de la empresa. Para realizar esta transacción, lo más probable es que la corporación",proponer una venta de activos,llevar a cabo una venta de acciones,proponer un intercambio,realizar una transacción de venta-arrendamiento posterior,1,,PREP-FL-Spanish Quizzes 17.13.
"Un corredor está revisando el balance general de su nuevo listado para vender un negocio. Tres de las entradas en los libros son licencias, marcas comerciales y buena voluntad. Estos serían ejemplos de",activos tangibles,activos intangibles,pasivos a corto plazo,pasivos a largo plazo,2,,PREP-FL-Spanish Quizzes 17.14.
"En el corretaje de negocios, la noción de buena voluntad se define mejor como",El compromiso por parte del agente de dedicar el máximo esfuerzo a la inclusión en el listado,Establecer niveles de precios que generen la buena voluntad de los posibles clientes,el valor o precio de la empresa por encima del valor de sus otros activos,La parte del precio de venta que es depreciable,3,,PREP-FL-Spanish Quizzes 17.15.
¿Cuál de las siguientes es una similitud entre la venta de bienes raíces y la venta de un negocio?,Bien inmueble,Activos intangibles,Pasivo,Bienes muebles,1,,PREP-FL-Spanish Quizzes 17.16.
"Una vez que el vendedor y el comprador de una empresa celebran un acuerdo de compra, el comprador tiene tiempo para",firmar un acuerdo de confidencialidad,negociar el contrato,realizar la debida diligencia,transferir fondos relacionados,3,,PREP-FL-Spanish Quizzes 17.17.
¿Cuál de las siguientes afirmaciones es verdadera con respecto a los impuestos sobre bienes inmuebles por parte del gobierno federal?,puede imponer impuestos ad valorem sobre la propiedad e impuestos sobre las ganancias de capital,no puede imponer impuestos sobre la propiedad ni gravámenes fiscales,no existen impuestos federales ad valorem sobre los bienes inmuebles,"puede imponer un impuesto ad valorem, pero no un impuesto sobre las ganancias de capital",3,,PREP-FL-Spanish Quizzes 18.1.
"De acuerdo con la ley, los estados",no puede cobrar impuestos sobre bienes inmuebles,no puede imponer gravámenes fiscales,puede delegar la autoridad tributaria a los gobiernos de los condados,"pueden impedir la tributación federal de bienes raíces dentro de sus respectivas jurisdicciones, si se legisla adecuadamente",3,,PREP-FL-Spanish Quizzes 18.2.
El papel de los distritos fiscales locales es,"recaudar impuestos sobre la renta, las ventas y la propiedad para cumplir con sus requisitos presupuestarios",administrar su parte presupuestada de los ingresos del impuesto sobre bienes raíces recaudados y distribuidos por el estado,imponer impuestos a la propiedad para servicios municipales específicos,gravámenes fiscales sobre sus instalaciones,3,,PREP-FL-Spanish Quizzes 18.3.
Podría crearse un distrito fiscal especial para,construir y administrar un distrito de parques,crear una extensión de dos millas de las instalaciones de alcantarillado del condado,establecer y mantener una biblioteca pública,crea un departamento de bomberos,2,,PREP-FL-Spanish Quizzes 18.4.
Los impuestos ad valorem se basan en:,el valor de reposición de la propiedad,el valor catastral de los bienes,el valor de millarización de la propiedad,la estimación de valor del corredor,2,,PREP-FL-Spanish Quizzes 18.5.
La base imponible ad valorem de una jurisdicción municipal es igual a,el presupuesto anual de la jurisdicción multiplicado por la tasa impositiva,el total de todos los valores tasados de las propiedades menos las exenciones,el monto total de los impuestos ad valorem requeridos por el presupuesto,el presupuesto de la municipalidad multiplicó por la tasa de amillaramiento,2,,PREP-FL-Spanish Quizzes 18.6.
"Como parte del proceso de evaluación, muchas entidades tributarias utilizan juntas de equiparación con el fin de",ajustar las tasas de amillaramiento dentro del distrito para garantizar la equidad,modificar la tasa impositiva de un barrio a otro,asegúrese de que los propietarios tengan facturas de impuestos casi iguales,suavizar las grandes discrepancias de los valores tasados dentro del distrito,4,,PREP-FL-Spanish Quizzes 18.7.
Una propietaria recibe una factura de impuestos que le parece escandalosa. Este contribuyente puede:,recurso de apelación para ajustar la tasa de millaje,apelación para ajustar el presupuesto del distrito,recurso de apelación para ajustar la tasación,no apelar,3,,PREP-FL-Spanish Quizzes 18.8.
El propósito de una exención del impuesto sobre la vivienda familiar es,eximir a los propietarios calificados de impuestos ad valorem,para ofrecer una cantidad de desgravación fiscal en la residencia principal de un propietario,para fomentar la inversión inmobiliaria múltiple,eximir a los propietarios de viviendas habituales que alquilen sus inmuebles,2,,PREP-FL-Spanish Quizzes 18.9.
La tasa de amillaramiento se obtiene de la siguiente manera:,dividiendo el requisito fiscal por la base imponible,multiplicando la base imponible por el requerimiento fiscal,añadiendo un factor de inflación a la tasa impositiva del año anterior,dividiendo la base imponible por la obligación tributaria,1,,PREP-FL-Spanish Quizzes 18.10.
La factura total de impuestos de un propietario se deriva de,dividiendo el requisito fiscal por la base imponible,multiplicando la tasa impositiva de cada distrito por el valor de tasación de la propiedad,multiplicando la tasa impositiva de cada distrito por el valor imponible de la propiedad,promediando la tasa impositiva para cada distrito fiscal y multiplicando la tasa impositiva promedio por el valor tasado,3,,PREP-FL-Spanish Quizzes 18.11.
Una característica única de un impuesto de evaluación especial es que,solo se aplica a las propiedades que se beneficiarán de la mejora pública,la Junta de Compensación descuenta los gravámenes para las propiedades que no se ven afectadas por las mejoras públicas,las propiedades más valiosas que se beneficien pagarán proporcionalmente más impuestos,crea un gravamen menor involuntario sobre la propiedad,1,,PREP-FL-Spanish Quizzes 18.12.
Un certificado fiscal,certifica a los recaudadores de impuestos que el dueño de una propiedad ha pagado todos los impuestos ad valorem sobre la propiedad durante el año calendario,da derecho a su titular a solicitar una escritura fiscal después de un período determinado,exime a su titular del pago de impuestos sobre la propiedad particular a la que hace referencia el certificado,renuncia a los derechos de redención del dueño de una propiedad en una ejecución hipotecaria,2,,PREP-FL-Spanish Quizzes 18.13.
Un derecho equitativo de redención,permite al titular de un certificado fiscal canjearlo por una escritura fiscal,le da a un contribuyente moroso un período de gracia antes de la venta de impuestos para pagar los impuestos sobre la propiedad,otorga al titular de una escritura fiscal el derecho a adquirir la propiedad nombrada en el certificado fiscal,le da a un contribuyente moroso un período de gracia después de la venta de impuestos para pagar los impuestos sobre la propiedad,2,,PREP-FL-Spanish Quizzes 18.14.
"En Florida, las tasas de amillaramiento son limitado a",2 mills,5 mills,7 mills,10 mills,4,,PREP-FL-Spanish Quizzes 18.15.
El valor justo es otro término para el,valor de tasación,valor de mercado,valor imponible,valor de tasación,2,,PREP-FL-Spanish Quizzes 18.16.
